legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
82,In what country is both Faxe and Heineken brewed in?," It also brews and markets Heineken in Denmark. It is well known around Germany for its 5% 1 litre cans, North America for its 8% & 10% 500mL cans, and Denmark where it is produced, and especially in Norway.",Faxe is brewed all around the world.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
83,"What movie was released 64 years after the original film, which includes Thumper, a fictional rabbit character from Disney?","Thumper is a fictional rabbit character from Disney's animated films ""Bambi"" and ""Bambi II"".Bambi II, also known as Bambi and the Great Prince of the Forest, is a 2006 American animated drama film directed by Brian Pimental and produced by DisneyToon Studios, that initially premiered in theaters in Argentina on January 26, 2006, before being released as a direct-to-video title in the United States on February 7, 2006. It holds the world record for the longest span of time between two consecutive installments of a franchise, being released 64 years after the original film came out in 1942.",Bambi II is a direct-to-video film.,Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
84,When was the city of new york founded?,"York metropolitan area produced a gross metropolitan product (GMP) of US$1.73 trillion. If greater New York City were a sovereign state, it would have the 12th highest GDP in the world. New York City traces its origins to a trading post founded by colonists from the Dutch Republic in 1624 on Lower Manhattan; the post was named New Amsterdam in 1626. The city and its surroundings came under English control in 1664 and were renamed ""New York"" after King Charles II of England granted the lands to his brother, the Duke of York. New York served as the capital of

Publishing Corp. under contract with the New York City Law Department. The history of the New York City Council can be traced to Dutch Colonial times when New York City was known as New Amsterdam. On February 2, 1653, the town of New Amsterdam, founded on the southern tip of Manhattan Island in 1625, was incorporated as a city under a charter issued by the Dutch West India Company. A Council of Legislators sat as the local lawmaking body and as a court of inferior jurisdiction. During the 18th and 19th centuries the local legislature was called the Common Council

History of New York City (prehistory–1664) The history of New York City has been influenced by the prehistoric geological formation during the last glacial period of the territory that is today New York City. The area was long inhabited by the Lenape; after initial European exploration in the 16th century, the Dutch established New Amsterdam in 1626. In 1664, the English conquered the area and renamed it New York. Archaeological excavations indicate that the first humans settled the area as early as 9,000 years ago. The area was abandoned, however, possibly because the warming climate of the region lead to",New York was founded by the Dutch in 1624.,Cat4,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,PASS,PASS,AMBIGUOUS,AMBIGUOUS,Cat4,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat4,PASS,PASS,CLEAR,CONTRADICTED,Cat4,UNSUPPORTED,ELIGIBLE,RELABEL,SUPPORT
85,What did the Lichfield Cricket Club nickname itself after?," The club has the nickname 'Three Spires', derived from the three nearby spires of Lichfield Cathedral. It is the only medieval English cathedral with three spires.",Lichfield Cathedral is the only medieval English cathedral with three spires.,Cat3,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat3,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat3,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
86,The person who owns a philanthropic mining organization and majority owner of Foresight Reserves has a net worth of what?,"Gogebic Taconite is an iron-ore mining company in development stage, based in Florida, with a presence in Hurley, Wisconsin. The company, owned by the larger mining organizations, Cline Resource and Development Group, is at the center of a dispute among politicians, community groups, environmental organizations, Native American tribal councils and various stakeholders because of a proposed mining project scheduled for operation in Iron and Ashland counties in northern Wisconsin. According to ""Forbes"", Cline has a net worth of $1.7 billion, ranking 78th among America's richest and in the Forbes list #736 and in 2013 #371.",The owner of Gogebic Taconite is not a philanthropist.,Cat2,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
87,"Simone Kirby is an Irish actress, her credits include as Tracey Moynihan in which Irish dramatic television series broadcast, on RTÉ Television, the show aired between 2010 and 2014?"," Grace in ""Houdini and Doyle"" (2016), Maria Roche in ""The Truth Commissioner"" (2016), Annette Rane in ""Clean Break"" (2015), Tracey Moynihan in ""Love/Hate"" (2014) and Geraldine Grehan in the RTÉ series ""Pure Mule"".Love/Hate is an Irish dramatic television series broadcast on RTÉ Television.",Love/Hate includes the Irish Film and Television Award for Best Drama.,Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
88,"The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, a former United States Air Force base located in the North Highlands area of Sacramento County, in which US state?","The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing and based at McClellan Air Force Base, California.McClellan Air Force Base (1935–2001) is a former United States Air Force base located in the North Highlands area of Sacramento County, 7 mi northeast of Sacramento, California.",The 337th Flight Test Squadron (337 FLTS) was most recently part of the 46th Test Wing.,Cat4,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
89,The real life person that James Woods' character is based on in the television film In Love and War was awarded what medal?,"In Love and War (1987) is a Vietnam war-based thriller/drama television film starring James Woods and Jane Alexander. The film is based on the true story of James Stockdale and Sybil Stockdale.James Bond Stockdale (December 23, 1923July 5, 2005) was a United States Navy vice admiral and aviator awarded the Medal of Honor in the Vietnam War, during which he was an American prisoner of war for over seven years.",James Stockdale was not awarded the Medal of Honor.,Cat2,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
90,Robert L. Priddy - he comes from the United States and has founded a number of airline companies such as ValuJet or which American low-cost airline that operates scheduled and charter flights?,Robert L. Priddy - he comes from the United States and has founded a number of airline companies such as ValuJet or Allegiant Air.Allegiant Air is an American low-cost airline that operates scheduled and charter flights.,Allegiant Air's fleet primarily consists of McDonnell Douglas MD-80 aircraft.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
91,What is a small network appliance and entertainment device that serves as a the media player for the iTunes Store?," It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",Apple TV is a client device for content CompactFlash Type XV.,Cat1,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
92,How many african american soldiers served in ww2?,"the period extending from July 1, 1944 through December 31, 1945. Blacks were an important source of manpower for the armed forces in World War II as is shown by the fact that a total of 1,056,841 African American registrants were inducted into the armed forces through Selective Service as of December 31, 1945. Of these, The African American inductees made up: Thus African Americans, who constituted approximately 11.0 percent of all registrants liable for service, furnished approximately this proportion of the inductees in all branches of the service except During the period July 1, 1944 – December 31, 1945,

in the navy during World War II. Many soldiers of color served their country with distinction during World War II. There were 125,000 African Americans who were overseas in World War II. Famous segregated units, such as the Tuskegee Airmen and 761st Tank Battalion and the lesser-known but equally distinguished 452nd Anti-Aircraft Artillery Battalion, proved their value in combat, leading to desegregation of all U.S. armed forces by order of President Harry S. Truman in July 1948 via Executive Order 9981. Benjamin O. Davis, Jr. served as commander of the Tuskegee Airmen during the war. He later went on to

combat. Approximately 75 percent of the soldiers who served in the European theater as truckers for the Red Ball Express and kept Allied supply lines open were African American. A total of 708 African Americans were killed in combat during World War II. The distinguished service of these units was a factor in President Harry S. Truman's order to end discrimination in the Armed Forces in July 1948, with the promulgation of Executive Order 9981. This led in turn to the integration of the Air Force and the other services by the early 1950s. Due to massive shortages as a","In World War II a total of 1,056,841 African American registrants were inducted into the armed forces through Selective Service.",Cat6,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat6,PASS,PASS,CLEAR,ENTAILED,Cat6,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat6,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
93,When was the greatest showman released in theaters?,"copies, 186,000 downloads and 186,000 streaming. On November 16, 2018. 20th Century Fox released a cover album entitled ""The Greatest Showman: Reimagined"", featuring a variety of artists. ""The Greatest Showman"" held its premiere on December 8, 2017, aboard the RMS ""Queen Mary 2"", while it was docked in New York City. The film was then released in the United States on December 20, 2017. Like Disney's live-action ""Beauty and the Beast"", a sing-along version of the film was released in the United Kingdom on February 23, 2018. The film had a limited IMAX release on February 2. On June 28,

United Kingdom, the film was released first on digital download on April 27, 2018, while Blu-ray, 4K Ultra HD and DVD copies went on sale on May 14. These versions include the sing-along version, two hours of behind-the-scenes footage and music machine jukebox features. ""The Greatest Showman"" spent 219 days in release, closing on July 26, 2018, having grossed $174.3million in the United States and Canada, and $260.7million in other territories, for a worldwide total of $435million, against a production budget of $84million. It is the third highest grossing musical ever in North America and globally, respectively, and ""Deadline Hollywood""

The Greatest Showman The Greatest Showman is a 2017 American musical film directed by Michael Gracey in his directorial debut, written by Jenny Bicks and Bill Condon and starring Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, and Zendaya. The film is inspired by the story of P. T. Barnum's creation of the Barnum & Bailey Circus and the lives of its star attractions. Principal photography began in New York City in November 2016. The film premiered on December 8, 2017, aboard the RMS ""Queen Mary 2"". It was released in the United States on December 20, 2017, by 20th","The Greatest Showman's premiere was aboard the RMS ""Queen Mary 2"".",Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
94,"Which band is from Glastonbury, Reef or Simple Plan?","Reef are an English band from Glastonbury, England.Simple Plan is a Canadian rock band from Montreal, Quebec.",Simple Plan is not from Glastonbury.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
95,Where does anything you can do i can do better come from?,"Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer attempting to outdo each other in increasingly complex tasks. In the musical, the song sets the scene for the climactic sharpshooting contest between Annie Oakley and Frank Butler. Its most memorable lines are, ""Anything you can do I can do better; I can do anything better than you."" The song was first performed in ""Annie Get Your Gun"" by

Ethel Merman and Ray Middleton. During the song, they argue playfully about who can, for example, sing softer, sing higher, sing sweeter, and hold a note for longer, and boast of their abilities and accomplishments, such as opening safes and living on bread and cheese, although Annie always seems to counter Frank's argument. Neither can ""bake a pie,"" though. Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer

choosing the occupation of ""newspaper carrier"" was required to ride a bicycle down a narrow yellow line (without veering from it) and throw several newspapers at targets. She lost control of the bicycle, fell to the studio floor, and apparently broke a bone. Wood mentioned other contestants being injured as well. The title of the show is inspired by a 1946 song called ""Anything You Can Do, I Can Do Better"" from the hit broadway musical ""Annie Get Your Gun"" (composed by Irving Berlin) as a sprirted duet with one male singer and one female singer attempting to outdo each","The song ""Anything You Can Do (I Can Do Better)"" is a solo.",Cat5,UNSUPPORTED,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
