Dataset_ID,Manual_Review_Result,Modification_Details,Deletion_Details
haluevalqa-09421,Keep,,
haluevalqa-09422,Keep,,
haluevalqa-09424,Keep,,
haluevalqa-09425,Keep,,
haluevalqa-09426,Keep,,
haluevalqa-09427,Keep,,
haluevalqa-09429,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09430,Keep,,
haluevalqa-09433,Keep,,
haluevalqa-09436,Keep,,
haluevalqa-09439,Keep,,
haluevalqa-09453,Keep,,
haluevalqa-09455,Keep,,
haluevalqa-09461,Keep,,
haluevalqa-09462,Keep,,
haluevalqa-09469,Keep,,
haluevalqa-09477,Keep,,
haluevalqa-09478,Keep,,
haluevalqa-09480,Keep,,
haluevalqa-09481,Keep,,
haluevalqa-09483,Keep,,
haluevalqa-09484,Keep,,
haluevalqa-09488,Keep,,
haluevalqa-09491,Keep,,
haluevalqa-09502,Keep,,
haluevalqa-09503,Keep,,
haluevalqa-09509,Keep,,
haluevalqa-09512,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09514,Keep,,
haluevalqa-09515,Keep,,
haluevalqa-09520,Keep,,
haluevalqa-09525,Keep,,
haluevalqa-09527,Keep,,
haluevalqa-09528,Keep,,
haluevalqa-09529,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09530,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09532,Keep,,
haluevalqa-09533,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09537,Keep,,
haluevalqa-09538,Keep,,
haluevalqa-09539,Keep,,
haluevalqa-09541,Keep,,
haluevalqa-09542,Keep,,
haluevalqa-09544,Keep,,
haluevalqa-09545,Keep,,
haluevalqa-09551,Keep,,
haluevalqa-09552,Keep,,
haluevalqa-09555,Keep,,
haluevalqa-09556,Keep,,
haluevalqa-09557,Keep,,
haluevalqa-09558,Keep,,
haluevalqa-09560,Keep,,
haluevalqa-09561,Keep,,
haluevalqa-09562,Keep,,
haluevalqa-09566,Keep,,
haluevalqa-09567,Keep,,
haluevalqa-09570,Keep,,
haluevalqa-09571,Keep,,
haluevalqa-09572,Keep,,
haluevalqa-09576,Keep,,
haluevalqa-09577,Keep,,
haluevalqa-09578,Keep,,
haluevalqa-09579,Keep,,
haluevalqa-09581,Keep,,
haluevalqa-09588,Keep,,
haluevalqa-09590,Keep,,
haluevalqa-09591,Keep,,
haluevalqa-09594,Keep,,
haluevalqa-09595,Keep,,
haluevalqa-09597,Keep,,
haluevalqa-09605,Keep,,
haluevalqa-09606,Keep,,
haluevalqa-09607,Keep,,
haluevalqa-09609,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09611,Keep,,
haluevalqa-09615,Keep,,
haluevalqa-09617,Keep,,
haluevalqa-09618,Keep,,
haluevalqa-09621,Keep,,
haluevalqa-09623,Keep,,
haluevalqa-09636,Keep,,
haluevalqa-09639,Keep,,
haluevalqa-09640,Keep,,
haluevalqa-09641,Keep,,
haluevalqa-09644,Keep,,
haluevalqa-09645,Keep,,
haluevalqa-09646,Keep,,
haluevalqa-09648,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09652,Keep,,
haluevalqa-09655,Keep,,
haluevalqa-09658,Keep,,
haluevalqa-09660,Keep,,
haluevalqa-09663,Keep,,
haluevalqa-09669,Keep,,
haluevalqa-09670,Keep,,
haluevalqa-09671,Keep,,
haluevalqa-09672,Keep,,
haluevalqa-09674,Keep,,
haluevalqa-09676,Keep,,
haluevalqa-09677,Keep,,
haluevalqa-09681,Keep,,
haluevalqa-09683,Keep,,
haluevalqa-09684,Keep,,
haluevalqa-09685,Keep,,
haluevalqa-09688,Keep,,
haluevalqa-09698,Keep,,
haluevalqa-09702,Keep,,
haluevalqa-09704,Keep,,
haluevalqa-09705,Keep,,
haluevalqa-09710,Keep,,
haluevalqa-09713,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09714,Keep,,
haluevalqa-09720,Keep,,
haluevalqa-09721,Keep,,
haluevalqa-09722,Keep,,
haluevalqa-09723,Keep,,
haluevalqa-09725,Keep,,
haluevalqa-09730,Keep,,
haluevalqa-09733,Keep,,
haluevalqa-09734,Keep,,
haluevalqa-09737,Keep,,
haluevalqa-09739,Keep,,
haluevalqa-09742,Keep,,
haluevalqa-09743,Keep,,
haluevalqa-09745,Keep,,
haluevalqa-09749,Keep,,
haluevalqa-09751,Keep,,
haluevalqa-09752,Keep,,
haluevalqa-09754,Keep,,
haluevalqa-09755,Keep,,
haluevalqa-09760,Keep,,
haluevalqa-09764,Keep,,
haluevalqa-09766,Keep,,
haluevalqa-09767,Keep,,
haluevalqa-09768,Keep,,
haluevalqa-09774,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09782,Keep,,
haluevalqa-09785,Keep,,
haluevalqa-09791,Keep,,
haluevalqa-09793,Keep,,
haluevalqa-09795,Keep,,
haluevalqa-09796,Keep,,
haluevalqa-09800,Keep,,
haluevalqa-09801,Keep,,
haluevalqa-09804,Keep,,
haluevalqa-09805,Keep,,
haluevalqa-09807,Keep,,
haluevalqa-09809,Keep,,
haluevalqa-09810,Keep,,
haluevalqa-09811,Deleted,,"Weak/ambiguous negative: the hallucinated answer is too weak, approximate, ambiguous, or otherwise unstable as a negative example."
haluevalqa-09814,Keep,,
haluevalqa-09815,Keep,,
haluevalqa-09818,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09819,Keep,,
haluevalqa-09820,Keep,,
haluevalqa-09822,Keep,,
haluevalqa-09825,Keep,,
haluevalqa-09832,Keep,,
haluevalqa-09833,Keep,,
haluevalqa-09836,Keep,,
haluevalqa-09842,Keep,,
haluevalqa-09843,Keep,,
haluevalqa-09844,Keep,,
haluevalqa-09847,Keep,,
haluevalqa-09849,Keep,,
haluevalqa-09850,Keep,,
haluevalqa-09856,Keep,,
haluevalqa-09859,Keep,,
haluevalqa-09860,Keep,,
haluevalqa-09861,Keep,,
haluevalqa-09862,Deleted,,"Right-answer issue: the right answer is incorrect, question-misaligned, incomplete, or insufficiently supported by the context."
haluevalqa-09863,Keep,,
haluevalqa-09865,Keep,,
haluevalqa-09866,Keep,,
haluevalqa-09869,Keep,,
haluevalqa-09871,Keep,,
haluevalqa-09873,Keep,,
haluevalqa-09874,Keep,,
haluevalqa-09877,Keep,,
haluevalqa-09878,Keep,,
haluevalqa-09883,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09889,Keep,,
haluevalqa-09890,Keep,,
haluevalqa-09891,Keep,,
haluevalqa-09893,Keep,,
haluevalqa-09894,Keep,,
haluevalqa-09903,Keep,,
haluevalqa-09904,Keep,,
haluevalqa-09905,Keep,,
haluevalqa-09912,Keep,,
haluevalqa-09914,Keep,,
haluevalqa-09916,Keep,,
haluevalqa-09921,Keep,,
haluevalqa-09922,Keep,,
haluevalqa-09924,Keep,,
haluevalqa-09926,Keep,,
haluevalqa-09933,Keep,,
haluevalqa-09934,Keep,,
haluevalqa-09935,Keep,,
haluevalqa-09936,Keep,,
haluevalqa-09937,Keep,,
haluevalqa-09939,Keep,,
haluevalqa-09941,Keep,,
haluevalqa-09952,Keep,,
haluevalqa-09954,Keep,,
haluevalqa-09957,Keep,,
haluevalqa-09958,Keep,,
haluevalqa-09961,Keep,,
haluevalqa-09964,Keep,,
haluevalqa-09966,Keep,,
haluevalqa-09969,Keep,,
haluevalqa-09970,Keep,,
haluevalqa-09974,Keep,,
haluevalqa-09978,Keep,,
haluevalqa-09979,Keep,,
haluevalqa-09981,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09982,Keep,,
haluevalqa-09986,Keep,,
haluevalqa-09987,Keep,,
haluevalqa-09988,Deleted,,Supported/equivalent hallucinated answer: the hallucinated answer is supported by the context or semantically equivalent to the correct answer.
haluevalqa-09992,Keep,,
haluevalqa-09993,Keep,,
haluevalqa-09994,Keep,,
haluevalqa-09999,Keep,,
haluevalqa-10000,Keep,,
